id,bytes
2279,231968
228,727083
2280,183839
2281,309558
2282,249993
2283,445152
2284,332484
2285,379444
2286,167627
2287,516500
2288,592634
2289,171159
229,60949
2290,233214
2292,375391
2293,380267
2294,130671
2295,189325
2296,200133
2297,214472
2298,545742
2299,138143
23,225470
230,68296
2300,1908826
2301,759871
2302,293212
2303,208900
2304,155692
2305,597430
2306,301511
2307,509165
2308,482890
2309,595263
231,124705
2310,241558
2311,851884
2312,144256
2313,590296
2314,534160
2315,111076
2316,398167
2317,177410
2318,354945
2319,129082
232,145165
2320,59896
2321,195555
2322,17977
2323,811949
2324,212539
2325,104276
2326,117287
2327,243138
2328,49825
2329,333744
233,922368
2330,100057
2331,928775
2332,1775884
2333,1778032
2334,1774523
2335,152407
2336,154947
2337,132988
2338,179890
2339,169918
234,278347
2340,148850
2341,176590
2342,252285
2343,84031
2344,67067
2345,60863
2346,62006
2347,52396
2348,63373
2349,76599
235,36759
2350,338062
2351,1033766
2352,117766
2353,140652
2354,44492
2355,382149
2356,342486
2357,338089
2358,297187
2359,269140
236,303505
2360,650522
2361,65139
2362,390441
2363,146272
2364,459808
2365,79737
2366,66101
2367,150901
2368,280982
2369,725001
237,52404
2370,1086919
2371,528010
2372,395665
2373,74901
2374,597092
2375,170808
2376,429448
2377,290922
2378,480564
2379,168789
238,396607
2380,37503
2381,414478
2382,106030
2383,1729089
2384,765422
2385,606512
2386,626625
2387,90221
2388,147202
2389,453897
239,19908
2390,477275
2391,237668
2392,435681
2393,168184
2394,503769
2395,427002
2396,879480
2397,741670
2398,368534
2399,212771
24,311595
240,183373
2400,478775
2401,1226351
2402,128469
2403,556028
2404,742475
2405,440518
2406,45867
2407,123369
2408,149615
2409,313420
241,264894
2410,341179
2411,373220
2412,103344
2413,675261
2414,265571
2415,667875
2416,192533
2417,539549
2418,310388
2419,409299
242,447818
2420,101207
2421,129996
2422,87874
2423,309148
2424,673583
2425,96964
2426,66307
2427,150509
2428,268454
2429,252658
243,326379
2430,156126
2431,146128
2432,1116308
2433,1034842
2434,87858
2435,545028
2436,95731
2437,418466
2438,154892
2439,1354473
244,244344
